mturk,private,lon,ses,round,gameperiod,group,type,subject,payperiod,paygame,k,urn,q1,q2,q3,q4,guess,guess2,orange,rt,rt2,unique
0,0,0,171206_1938,3,4,5,3,3,26,2,.071745783,1,,,,,.85000002,,0,22,,15003
0,0,0,171206_1938,3,4,6,1,7,8,3,.038168419,1,,,,,.60000002,,1,26,,15007
0,0,0,171206_1938,3,4,6,2,19,22,1,.54382676,1,,,,,.60000002,,1,25,,15019
0,0,0,171206_1938,3,4,6,3,16,6,3,.50600123,1,,,,,.80000001,,1,26,,15016
0,0,0,171206_1938,3,4,7,1,14,27,2,.081921384,1,,,,,.55000001,,1,24,,15014
0,0,0,171206_1938,3,4,7,2,18,29,2,.63654411,1,,,,,.51999998,,1,25,,15018
0,0,0,171206_1938,3,4,7,3,15,22,2,.88612014,1,,,,,.60000002,,1,28,,15015
0,0,0,171206_1938,3,5,1,1,17,27,2,.871463,2,,,,,0,,0,28,,15017
0,0,0,171206_1938,3,5,1,2,5,23,2,.67852777,2,,,,,0,,0,28,,15005
0,0,0,171206_1938,3,5,1,3,2,3,3,.58744049,2,,,,,.80000001,,0,26,,15002
0,0,0,171206_1938,3,5,2,1,12,15,2,.2849454,1,,,,,.5,,0,28,,15012
0,0,0,171206_1938,3,5,2,2,8,17,2,.90972739,1,,,,,.40000001,,0,17,,15008
0,0,0,171206_1938,3,5,2,3,22,15,3,.61838943,1,,,,,.40000001,,0,24,,15022
0,0,0,171206_1938,3,5,3,1,20,26,2,.83141607,2,,,,,0,,1,28,,15020
0,0,0,171206_1938,3,5,3,2,6,3,1,.082080811,2,,,,,.5,,1,23,,15006
0,0,0,171206_1938,3,5,3,3,10,18,2,.89634526,2,,,,,.5,,1,2,,15010
0,0,0,171206_1938,3,5,4,1,4,5,2,.36947855,1,,,,,.5,,1,28,,15004
0,0,0,171206_1938,3,5,4,2,11,16,2,.001628457,1,,,,,.60000002,,1,13,,15011
0,0,0,171206_1938,3,5,4,3,21,3,3,.9197039,1,,,,,.40000001,,1,24,,15021
0,0,0,171206_1938,3,5,5,1,9,23,3,.24965844,1,,,,,.5,,0,18,,15009
0,0,0,171206_1938,3,5,5,2,13,26,1,.12161867,1,,,,,.64999998,,0,10,,15013
0,0,0,171206_1938,3,5,5,3,3,26,2,.071745783,1,,,,,.75,,0,24,,15003
0,0,0,171206_1938,3,5,6,1,7,8,3,.038168419,1,,,,,.69999999,,1,18,,15007
0,0,0,171206_1938,3,5,6,2,19,22,1,.54382676,1,,,,,.69999999,,1,26,,15019
0,0,0,171206_1938,3,5,6,3,16,6,3,.50600123,1,,,,,.80000001,,1,26,,15016
0,0,0,171206_1938,3,5,7,1,14,27,2,.081921384,1,,,,,.60000002,,1,28,,15014
0,0,0,171206_1938,3,5,7,2,18,29,2,.63654411,1,,,,,.52999997,,1,28,,15018
0,0,0,171206_1938,3,5,7,3,15,22,2,.88612014,1,,,,,.64999998,,1,26,,15015
0,0,0,171206_1938,3,6,1,1,17,27,2,.871463,2,,,,,0,,1,28,,15017
0,0,0,171206_1938,3,6,1,2,5,23,2,.67852777,2,,,,,.25,,1,24,,15005
0,0,0,171206_1938,3,6,1,3,2,3,3,.58744049,2,,,,,.40000001,,1,20,,15002
0,0,0,171206_1938,3,6,2,1,12,15,2,.2849454,1,,,,,.5,,0,28,,15012
0,0,0,171206_1938,3,6,2,2,8,17,2,.90972739,1,,,,,.2,,0,28,,15008
0,0,0,171206_1938,3,6,2,3,22,15,3,.61838943,1,,,,,.2,,0,14,,15022
0,0,0,171206_1938,3,6,3,1,20,26,2,.83141607,2,,,,,1,,1,23,,15020
0,0,0,171206_1938,3,6,3,2,6,3,1,.082080811,2,,,,,.5,,1,26,,15006
0,0,0,171206_1938,3,6,3,3,10,18,2,.89634526,2,,,,,.89999998,,1,6,,15010
0,0,0,171206_1938,3,6,4,1,4,5,2,.36947855,1,,,,,.51999998,,1,12,,15004
0,0,0,171206_1938,3,6,4,2,11,16,2,.001628457,1,,,,,.62,,1,-13,,15011
0,0,0,171206_1938,3,6,4,3,21,3,3,.9197039,1,,,,,.5,,1,28,,15021
0,0,0,171206_1938,3,6,5,1,9,23,3,.24965844,1,,,,,.80000001,,1,23,,15009
0,0,0,171206_1938,3,6,5,2,13,26,1,.12161867,1,,,,,.66000003,,1,22,,15013
0,0,0,171206_1938,3,6,5,3,3,26,2,.071745783,1,,,,,.75,,1,26,,15003
0,0,0,171206_1938,3,6,6,1,7,8,3,.038168419,1,,,,,.69999999,,1,14,,15007
0,0,0,171206_1938,3,6,6,2,19,22,1,.54382676,1,,,,,.2,,1,28,,15019
0,0,0,171206_1938,3,6,6,3,16,6,3,.50600123,1,,,,,.85000002,,1,27,,15016
0,0,0,171206_1938,3,6,7,1,14,27,2,.081921384,1,,,,,.64999998,,1,28,,15014
0,0,0,171206_1938,3,6,7,2,18,29,2,.63654411,1,,,,,.54000002,,1,28,,15018
0,0,0,171206_1938,3,6,7,3,15,22,2,.88612014,1,,,,,.80000001,,1,18,,15015
0,0,0,171206_1938,3,7,1,1,17,27,2,.871463,2,,,,,0,,0,29,,15017
0,0,0,171206_1938,3,7,1,2,5,23,2,.67852777,2,,,,,.25,,0,25,,15005
0,0,0,171206_1938,3,7,1,3,2,3,3,.58744049,2,,,,,.67000002,,0,22,,15002
0,0,0,171206_1938,3,7,2,1,12,15,2,.2849454,1,,,,,.5,,0,26,,15012
0,0,0,171206_1938,3,7,2,2,8,17,2,.90972739,1,,,,,.2,,0,25,,15008
0,0,0,171206_1938,3,7,2,3,22,15,3,.61838943,1,,,,,.15000001,,0,23,,15022
0,0,0,171206_1938,3,7,3,1,20,26,2,.83141607,2,,,,,0,,0,26,,15020
0,0,0,171206_1938,3,7,3,2,6,3,1,.082080811,2,,,,,.5,,0,22,,15006
0,0,0,171206_1938,3,7,3,3,10,18,2,.89634526,2,,,,,.5,,0,17,,15010
0,0,0,171206_1938,3,7,4,1,4,5,2,.36947855,1,,,,,.52999997,,1,23,,15004
0,0,0,171206_1938,3,7,4,2,11,16,2,.001628457,1,,,,,.69999999,,1,11,,15011
0,0,0,171206_1938,3,7,4,3,21,3,3,.9197039,1,,,,,.60000002,,1,25,,15021
0,0,0,171206_1938,3,7,5,1,9,23,3,.24965844,1,,,,,.89999998,,1,24,,15009
0,0,0,171206_1938,3,7,5,2,13,26,1,.12161867,1,,,,,.69999999,,1,21,,15013
0,0,0,171206_1938,3,7,5,3,3,26,2,.071745783,1,,,,,.85000002,,1,26,,15003
0,0,0,171206_1938,3,7,6,1,7,8,3,.038168419,1,,,,,.89999998,,1,23,,15007
0,0,0,171206_1938,3,7,6,2,19,22,1,.54382676,1,,,,,1,,1,28,,15019
0,0,0,171206_1938,3,7,6,3,16,6,3,.50600123,1,,,,,.89999998,,1,26,,15016
0,0,0,171206_1938,3,7,7,1,14,27,2,.081921384,1,,,,,.69999999,,1,26,,15014
0,0,0,171206_1938,3,7,7,2,18,29,2,.63654411,1,,,,,.80000001,,1,20,,15018
0,0,0,171206_1938,3,7,7,3,15,22,2,.88612014,1,,,,,.80000001,,1,27,,15015
0,0,0,171206_1938,3,8,1,1,17,27,2,.871463,2,,,,,0,,1,26,,15017
0,0,0,171206_1938,3,8,1,2,5,23,2,.67852777,2,,,,,0,,1,24,,15005
0,0,0,171206_1938,3,8,1,3,2,3,3,.58744049,2,,,,,.44,,1,23,,15002
0,0,0,171206_1938,3,8,2,1,12,15,2,.2849454,1,,,,,0,,0,22,,15012
0,0,0,171206_1938,3,8,2,2,8,17,2,.90972739,1,,,,,.1,,0,23,,15008
0,0,0,171206_1938,3,8,2,3,22,15,3,.61838943,1,,,,,.1,,0,13,,15022
0,0,0,171206_1938,3,8,3,1,20,26,2,.83141607,2,,,,,1,,1,19,,15020
0,0,0,171206_1938,3,8,3,2,6,3,1,.082080811,2,,,,,.5,,1,19,,15006
0,0,0,171206_1938,3,8,3,3,10,18,2,.89634526,2,,,,,.5,,1,26,,15010
0,0,0,171206_1938,3,8,4,1,4,5,2,.36947855,1,,,,,.55000001,,1,25,,15004
0,0,0,171206_1938,3,8,4,2,11,16,2,.001628457,1,,,,,.72000003,,1,8,,15011
0,0,0,171206_1938,3,8,4,3,21,3,3,.9197039,1,,,,,.69999999,,1,24,,15021
0,0,0,171206_1938,3,8,5,1,9,23,3,.24965844,1,,,,,.69999999,,0,24,,15009
0,0,0,171206_1938,3,8,5,2,13,26,1,.12161867,1,,,,,.64999998,,0,17,,15013
0,0,0,171206_1938,3,8,5,3,3,26,2,.071745783,1,,,,,.75,,0,25,,15003
0,0,0,171206_1938,3,8,6,1,7,8,3,.038168419,1,,,,,1,,1,22,,15007
0,0,0,171206_1938,3,8,6,2,19,22,1,.54382676,1,,,,,.60000002,,1,21,,15019
0,0,0,171206_1938,3,8,6,3,16,6,3,.50600123,1,,,,,.88,,1,21,,15016
0,0,0,171206_1938,3,8,7,1,14,27,2,.081921384,1,,,,,.75,,1,27,,15014
0,0,0,171206_1938,3,8,7,2,18,29,2,.63654411,1,,,,,.81,,1,27,,15018
0,0,0,171206_1938,3,8,7,3,15,22,2,.88612014,1,,,,,.80000001,,1,27,,15015
0,0,0,171206_1938,3,9,1,1,17,27,2,.871463,2,,,,,0,,0,28,,15017
0,0,0,171206_1938,3,9,1,2,5,23,2,.67852777,2,,,,,0,,0,24,,15005
0,0,0,171206_1938,3,9,1,3,2,3,3,.58744049,2,,,,,.66000003,,0,25,,15002
0,0,0,171206_1938,3,9,2,1,12,15,2,.2849454,1,,,,,0,,1,27,,15012
0,0,0,171206_1938,3,9,2,2,8,17,2,.90972739,1,,,,,.2,,1,21,,15008
0,0,0,171206_1938,3,9,2,3,22,15,3,.61838943,1,,,,,.15000001,,1,25,,15022
0,0,0,171206_1938,3,9,3,1,20,26,2,.83141607,2,,,,,0,,0,26,,15020
0,0,0,171206_1938,3,9,3,2,6,3,1,.082080811,2,,,,,.40000001,,0,24,,15006
0,0,0,171206_1938,3,9,3,3,10,18,2,.89634526,2,,,,,.5,,0,27,,15010
0,0,0,171206_1938,3,9,4,1,4,5,2,.36947855,1,,,,,.56,,1,27,,15004
0,0,0,171206_1938,3,9,4,2,11,16,2,.001628457,1,,,,,.76999998,,1,26,,15011
0,0,0,171206_1938,3,9,4,3,21,3,3,.9197039,1,,,,,.80000001,,1,26,,15021
0,0,0,171206_1938,3,9,5,1,9,23,3,.24965844,1,,,,,.85000002,,1,21,,15009
0,0,0,171206_1938,3,9,5,2,13,26,1,.12161867,1,,,,,.69,,1,23,,15013
0,0,0,171206_1938,3,9,5,3,3,26,2,.071745783,1,,,,,1,,1,23,,15003
0,0,0,171206_1938,3,9,6,1,7,8,3,.038168419,1,,,,,.89999998,,0,25,,15007
0,0,0,171206_1938,3,9,6,2,19,22,1,.54382676,1,,,,,.80000001,,0,23,,15019
0,0,0,171206_1938,3,9,6,3,16,6,3,.50600123,1,,,,,.85000002,,0,22,,15016
0,0,0,171206_1938,3,9,7,1,14,27,2,.081921384,1,,,,,.80000001,,1,27,,15014
0,0,0,171206_1938,3,9,7,2,18,29,2,.63654411,1,,,,,.82999998,,1,27,,15018
0,0,0,171206_1938,3,9,7,3,15,22,2,.88612014,1,,,,,.85000002,,1,27,,15015
0,0,0,171206_1938,3,10,1,1,17,27,2,.871463,2,,,,,0,,1,23,,15017
0,0,0,171206_1938,3,10,1,2,5,23,2,.67852777,2,,,,,.25,,1,23,,15005
0,0,0,171206_1938,3,10,1,3,2,3,3,.58744049,2,,,,,.40000001,,1,25,,15002
0,0,0,171206_1938,3,10,2,1,12,15,2,.2849454,1,,,,,0,,1,15,,15012
0,0,0,171206_1938,3,10,2,2,8,17,2,.90972739,1,,,,,.40000001,,1,27,,15008
0,0,0,171206_1938,3,10,2,3,22,15,3,.61838943,1,,,,,.15000001,,1,23,,15022
0,0,0,171206_1938,3,10,3,1,20,26,2,.83141607,2,,,,,0,,0,28,,15020
0,0,0,171206_1938,3,10,3,2,6,3,1,.082080811,2,,,,,.34999999,,0,23,,15006
0,0,0,171206_1938,3,10,3,3,10,18,2,.89634526,2,,,,,.1,,0,9,,15010
0,0,0,171206_1938,3,10,4,1,4,5,2,.36947855,1,,,,,.60000002,,1,24,,15004
0,0,0,171206_1938,3,10,4,2,11,16,2,.001628457,1,,,,,.80000001,,1,24,,15011
0,0,0,171206_1938,3,10,4,3,21,3,3,.9197039,1,,,,,.89999998,,1,28,,15021
0,0,0,171206_1938,3,10,5,1,9,23,3,.24965844,1,,,,,.60000002,,0,20,,15009
0,0,0,171206_1938,3,10,5,2,13,26,1,.12161867,1,,,,,.66000003,,0,19,,15013
0,0,0,171206_1938,3,10,5,3,3,26,2,.071745783,1,,,,,.85000002,,0,29,,15003
0,0,0,171206_1938,3,10,6,1,7,8,3,.038168419,1,,,,,.5,,0,19,,15007
0,0,0,171206_1938,3,10,6,2,19,22,1,.54382676,1,,,,,1,,0,27,,15019
0,0,0,171206_1938,3,10,6,3,16,6,3,.50600123,1,,,,,.80000001,,0,26,,15016
0,0,0,171206_1938,3,10,7,1,14,27,2,.081921384,1,,,,,.85000002,,1,28,,15014
0,0,0,171206_1938,3,10,7,2,18,29,2,.63654411,1,,,,,.83999997,,1,27,,15018
0,0,0,171206_1938,3,10,7,3,15,22,2,.88612014,1,,,,,.85000002,,1,26,,15015
0,0,0,171206_1938,3,11,1,1,17,27,2,.871463,2,,,,,0,,0,24,,15017
0,0,0,171206_1938,3,11,1,2,5,23,2,.67852777,2,,,,,0,,0,25,,15005
0,0,0,171206_1938,3,11,1,3,2,3,3,.58744049,2,,,,,.64999998,,0,22,,15002
0,0,0,171206_1938,3,11,2,1,12,15,2,.2849454,1,,,,,.5,,1,26,,15012
0,0,0,171206_1938,3,11,2,2,8,17,2,.90972739,1,,,,,.5,,1,26,,15008
0,0,0,171206_1938,3,11,2,3,22,15,3,.61838943,1,,,,,.40000001,,1,23,,15022
0,0,0,171206_1938,3,11,3,1,20,26,2,.83141607,2,,,,,0,,0,29,,15020
0,0,0,171206_1938,3,11,3,2,6,3,1,.082080811,2,,,,,.25,,0,22,,15006
0,0,0,171206_1938,3,11,3,3,10,18,2,.89634526,2,,,,,.1,,0,28,,15010
0,0,0,171206_1938,3,11,4,1,4,5,2,.36947855,1,,,,,.60000002,,1,20,,15004
0,0,0,171206_1938,3,11,4,2,11,16,2,.001628457,1,,,,,.81,,1,18,,15011
0,0,0,171206_1938,3,11,4,3,21,3,3,.9197039,1,,,,,.89999998,,1,28,,15021
0,0,0,171206_1938,3,11,5,1,9,23,3,.24965844,1,,,,,.75,,1,23,,15009
0,0,0,171206_1938,3,11,5,2,13,26,1,.12161867,1,,,,,.69,,1,20,,15013
0,0,0,171206_1938,3,11,5,3,3,26,2,.071745783,1,,,,,.88,,1,27,,15003
0,0,0,171206_1938,3,11,6,1,7,8,3,.038168419,1,,,,,.89999998,,1,26,,15007
0,0,0,171206_1938,3,11,6,2,19,22,1,.54382676,1,,,,,.5,,1,27,,15019
0,0,0,171206_1938,3,11,6,3,16,6,3,.50600123,1,,,,,.88,,1,25,,15016
0,0,0,171206_1938,3,11,7,1,14,27,2,.081921384,1,,,,,.85000002,,1,25,,15014
0,0,0,171206_1938,3,11,7,2,18,29,2,.63654411,1,,,,,.85000002,,1,28,,15018
0,0,0,171206_1938,3,11,7,3,15,22,2,.88612014,1,,,,,.85000002,,1,26,,15015
0,0,0,171206_1938,3,12,1,1,17,27,2,.871463,2,,,,,0,,0,26,,15017
0,0,0,171206_1938,3,12,1,2,5,23,2,.67852777,2,,,,,0,,0,28,,15005
0,0,0,171206_1938,3,12,1,3,2,3,3,.58744049,2,,,,,.66000003,,0,26,,15002
0,0,0,171206_1938,3,12,2,1,12,15,2,.2849454,1,,,,,.5,,1,28,,15012
0,0,0,171206_1938,3,12,2,2,8,17,2,.90972739,1,,,,,.5,,1,27,,15008
0,0,0,171206_1938,3,12,2,3,22,15,3,.61838943,1,,,,,.5,,1,27,,15022
0,0,0,171206_1938,3,12,3,1,20,26,2,.83141607,2,,,,,0,,0,28,,15020
0,0,0,171206_1938,3,12,3,2,6,3,1,.082080811,2,,,,,.15000001,,0,21,,15006
0,0,0,171206_1938,3,12,3,3,10,18,2,.89634526,2,,,,,.5,,0,21,,15010
0,0,0,171206_1938,3,12,4,1,4,5,2,.36947855,1,,,,,.62,,1,24,,15004
0,0,0,171206_1938,3,12,4,2,11,16,2,.001628457,1,,,,,.81999999,,1,16,,15011
0,0,0,171206_1938,3,12,4,3,21,3,3,.9197039,1,,,,,.80000001,,1,28,,15021
0,0,0,171206_1938,3,12,5,1,9,23,3,.24965844,1,,,,,.80000001,,1,22,,15009
0,0,0,171206_1938,3,12,5,2,13,26,1,.12161867,1,,,,,.72000003,,1,23,,15013
0,0,0,171206_1938,3,12,5,3,3,26,2,.071745783,1,,,,,.89999998,,1,22,,15003
0,0,0,171206_1938,3,12,6,1,7,8,3,.038168419,1,,,,,.60000002,,0,26,,15007
0,0,0,171206_1938,3,12,6,2,19,22,1,.54382676,1,,,,,.69999999,,0,27,,15019
0,0,0,171206_1938,3,12,6,3,16,6,3,.50600123,1,,,,,.75,,0,26,,15016
0,0,0,171206_1938,3,12,7,1,14,27,2,.081921384,1,,,,,.85000002,,0,26,,15014
0,0,0,171206_1938,3,12,7,2,18,29,2,.63654411,1,,,,,.15000001,,0,27,,15018
0,0,0,171206_1938,3,12,7,3,15,22,2,.88612014,1,,,,,.75,,0,26,,15015
0,0,0,171206_1938,3,13,1,1,17,27,2,.871463,2,,,,,0,,1,29,,15017
0,0,0,171206_1938,3,13,1,2,5,23,2,.67852777,2,,,,,.25,,1,23,,15005
0,0,0,171206_1938,3,13,1,3,2,3,3,.58744049,2,,,,,.38,,1,22,,15002
0,0,0,171206_1938,3,13,2,1,12,15,2,.2849454,1,,,,,.5,,0,27,,15012
0,0,0,171206_1938,3,13,2,2,8,17,2,.90972739,1,,,,,.30000001,,0,23,,15008
0,0,0,171206_1938,3,13,2,3,22,15,3,.61838943,1,,,,,.30000001,,0,17,,15022
0,0,0,171206_1938,3,13,3,1,20,26,2,.83141607,2,,,,,0,,1,28,,15020
0,0,0,171206_1938,3,13,3,2,6,3,1,.082080811,2,,,,,.34999999,,1,11,,15006
0,0,0,171206_1938,3,13,3,3,10,18,2,.89634526,2,,,,,.89999998,,1,13,,15010
0,0,0,171206_1938,3,13,4,1,4,5,2,.36947855,1,,,,,.63999999,,1,25,,15004
0,0,0,171206_1938,3,13,4,2,11,16,2,.001628457,1,,,,,.85000002,,1,6,,15011
0,0,0,171206_1938,3,13,4,3,21,3,3,.9197039,1,,,,,.69999999,,1,28,,15021
0,0,0,171206_1938,3,13,5,1,9,23,3,.24965844,1,,,,,.94999999,,1,25,,15009
0,0,0,171206_1938,3,13,5,2,13,26,1,.12161867,1,,,,,.75999999,,1,21,,15013
0,0,0,171206_1938,3,13,5,3,3,26,2,.071745783,1,,,,,1,,1,27,,15003
0,0,0,171206_1938,3,13,6,1,7,8,3,.038168419,1,,,,,.5,,0,27,,15007
0,0,0,171206_1938,3,13,6,2,19,22,1,.54382676,1,,,,,.40000001,,0,27,,15019
0,0,0,171206_1938,3,13,6,3,16,6,3,.50600123,1,,,,,.68000001,,0,24,,15016
0,0,0,171206_1938,3,13,7,1,14,27,2,.081921384,1,,,,,.85000002,,0,25,,15014
0,0,0,171206_1938,3,13,7,2,18,29,2,.63654411,1,,,,,.2,,0,24,,15018
0,0,0,171206_1938,3,13,7,3,15,22,2,.88612014,1,,,,,.75,,0,27,,15015
0,0,0,171206_1938,3,14,1,1,17,27,2,.871463,2,,,,,0,,0,27,,15017
0,0,0,171206_1938,3,14,1,2,5,23,2,.67852777,2,,,,,.25,,0,23,,15005
0,0,0,171206_1938,3,14,1,3,2,3,3,.58744049,2,,,,,.77999997,,0,25,,15002
0,0,0,171206_1938,3,14,2,1,12,15,2,.2849454,1,,,,,.5,,0,22,,15012
0,0,0,171206_1938,3,14,2,2,8,17,2,.90972739,1,,,,,0,,0,24,,15008
0,0,0,171206_1938,3,14,2,3,22,15,3,.61838943,1,,,,,.1,,0,20,,15022
0,0,0,171206_1938,3,14,3,1,20,26,2,.83141607,2,,,,,0,,0,28,,15020
0,0,0,171206_1938,3,14,3,2,6,3,1,.082080811,2,,,,,.15000001,,0,25,,15006
0,0,0,171206_1938,3,14,3,3,10,18,2,.89634526,2,,,,,.5,,0,21,,15010
0,0,0,171206_1938,3,14,4,1,4,5,2,.36947855,1,,,,,.66000003,,1,20,,15004
0,0,0,171206_1938,3,14,4,2,11,16,2,.001628457,1,,,,,.86000001,,1,23,,15011
0,0,0,171206_1938,3,14,4,3,21,3,3,.9197039,1,,,,,.80000001,,1,25,,15021
0,0,0,171206_1938,3,14,5,1,9,23,3,.24965844,1,,,,,.69999999,,0,22,,15009
0,0,0,171206_1938,3,14,5,2,13,26,1,.12161867,1,,,,,.73000002,,0,9,,15013
0,0,0,171206_1938,3,14,5,3,3,26,2,.071745783,1,,,,,.80000001,,0,27,,15003
0,0,0,171206_1938,3,14,6,1,7,8,3,.038168419,1,,,,,.60000002,,1,28,,15007
0,0,0,171206_1938,3,14,6,2,19,22,1,.54382676,1,,,,,.2,,1,27,,15019
0,0,0,171206_1938,3,14,6,3,16,6,3,.50600123,1,,,,,.80000001,,1,21,,15016
0,0,0,171206_1938,3,14,7,1,14,27,2,.081921384,1,,,,,.89999998,,1,28,,15014
0,0,0,171206_1938,3,14,7,2,18,29,2,.63654411,1,,,,,.75,,1,23,,15018
0,0,0,171206_1938,3,14,7,3,15,22,2,.88612014,1,,,,,.85000002,,1,12,,15015
0,0,0,171206_1938,3,15,1,1,17,27,2,.871463,2,,,,,0,,0,28,,15017
0,0,0,171206_1938,3,15,1,2,5,23,2,.67852777,2,,,,,0,,0,22,,15005
0,0,0,171206_1938,3,15,1,3,2,3,3,.58744049,2,,,,,.66000003,,0,26,,15002
0,0,0,171206_1938,3,15,2,1,12,15,2,.2849454,1,,,,,0,,0,23,,15012
0,0,0,171206_1938,3,15,2,2,8,17,2,.90972739,1,,,,,0,,0,28,,15008
0,0,0,171206_1938,3,15,2,3,22,15,3,.61838943,1,,,,,.1,,0,17,,15022
0,0,0,171206_1938,3,15,3,1,20,26,2,.83141607,2,,,,,0,,1,27,,15020
0,0,0,171206_1938,3,15,3,2,6,3,1,.082080811,2,,,,,.2,,1,25,,15006
0,0,0,171206_1938,3,15,3,3,10,18,2,.89634526,2,,,,,.5,,1,12,,15010
0,0,0,171206_1938,3,15,4,1,4,5,2,.36947855,1,,,,,.66000003,,1,28,,15004
0,0,0,171206_1938,3,15,4,2,11,16,2,.001628457,1,,,,,.98000002,,1,17,,15011
0,0,0,171206_1938,3,15,4,3,21,3,3,.9197039,1,,,,,.80000001,,1,28,,15021
0,0,0,171206_1938,3,15,5,1,9,23,3,.24965844,1,,,,,.80000001,,1,21,,15009
0,0,0,171206_1938,3,15,5,2,13,26,1,.12161867,1,,,,,.76999998,,1,23,,15013
0,0,0,171206_1938,3,15,5,3,3,26,2,.071745783,1,,,,,.89999998,,1,28,,15003
0,0,0,171206_1938,3,15,6,1,7,8,3,.038168419,1,,,,,.60000002,,0,26,,15007
0,0,0,171206_1938,3,15,6,2,19,22,1,.54382676,1,,,,,.1,,0,23,,15019
0,0,0,171206_1938,3,15,6,3,16,6,3,.50600123,1,,,,,.80000001,,0,25,,15016
0,0,0,171206_1938,3,15,7,1,14,27,2,.081921384,1,,,,,.94999999,,1,25,,15014
0,0,0,171206_1938,3,15,7,2,18,29,2,.63654411,1,,,,,.72000003,,1,26,,15018
0,0,0,171206_1938,3,15,7,3,15,22,2,.88612014,1,,,,,.85000002,,1,23,,15015
0,0,0,171206_1938,3,16,1,1,17,27,2,.871463,2,,,,,0,,0,28,,15017
0,0,0,171206_1938,3,16,1,2,5,23,2,.67852777,2,,,,,0,,0,19,,15005
0,0,0,171206_1938,3,16,1,3,2,3,3,.58744049,2,,,,,.69999999,,0,25,,15002
0,0,0,171206_1938,3,16,2,1,12,15,2,.2849454,1,,,,,0,,1,26,,15012
0,0,0,171206_1938,3,16,2,2,8,17,2,.90972739,1,,,,,0,,1,25,,15008
0,0,0,171206_1938,3,16,2,3,22,15,3,.61838943,1,,,,,.15000001,,1,23,,15022
0,0,0,171206_1938,3,16,3,1,20,26,2,.83141607,2,,,,,0,,0,28,,15020
0,0,0,171206_1938,3,16,3,2,6,3,1,.082080811,2,,,,,.25,,0,22,,15006
0,0,0,171206_1938,3,16,3,3,10,18,2,.89634526,2,,,,,.5,,0,29,,15010
0,0,0,171206_1938,3,16,4,1,4,5,2,.36947855,1,,,,,.66000003,,0,27,,15004
0,0,0,171206_1938,3,16,4,2,11,16,2,.001628457,1,,,,,.95999998,,0,9,,15011
0,0,0,171206_1938,3,16,4,3,21,3,3,.9197039,1,,,,,.2,,0,27,,15021
0,0,0,171206_1938,3,16,5,1,9,23,3,.24965844,1,,,,,.64999998,,0,23,,15009
0,0,0,171206_1938,3,16,5,2,13,26,1,.12161867,1,,,,,.73000002,,0,24,,15013
0,0,0,171206_1938,3,16,5,3,3,26,2,.071745783,1,,,,,.75,,0,24,,15003
0,0,0,171206_1938,3,16,6,1,7,8,3,.038168419,1,,,,,.5,,0,19,,15007
0,0,0,171206_1938,3,16,6,2,19,22,1,.54382676,1,,,,,.40000001,,0,20,,15019
0,0,0,171206_1938,3,16,6,3,16,6,3,.50600123,1,,,,,.69999999,,0,23,,15016
0,0,0,171206_1938,3,16,7,1,14,27,2,.081921384,1,,,,,.94999999,,0,24,,15014
0,0,0,171206_1938,3,16,7,2,18,29,2,.63654411,1,,,,,.25,,0,23,,15018
0,0,0,171206_1938,3,16,7,3,15,22,2,.88612014,1,,,,,.75,,0,26,,15015
0,0,0,171206_1938,3,17,1,1,17,27,2,.871463,2,,,,,0,,0,28,,15017
0,0,0,171206_1938,3,17,1,2,5,23,2,.67852777,2,,,,,0,,0,28,,15005
0,0,0,171206_1938,3,17,1,3,2,3,3,.58744049,2,,,,,.73000002,,0,24,,15002
0,0,0,171206_1938,3,17,2,1,12,15,2,.2849454,1,,,,,.5,,1,28,,15012
0,0,0,171206_1938,3,17,2,2,8,17,2,.90972739,1,,,,,.40000001,,1,25,,15008
0,0,0,171206_1938,3,17,2,3,22,15,3,.61838943,1,,,,,.40000001,,1,10,,15022
0,0,0,171206_1938,3,17,3,1,20,26,2,.83141607,2,,,,,0,,0,28,,15020
0,0,0,171206_1938,3,17,3,2,6,3,1,.082080811,2,,,,,.20999999,,0,24,,15006
0,0,0,171206_1938,3,17,3,3,10,18,2,.89634526,2,,,,,.5,,0,28,,15010
0,0,0,171206_1938,3,17,4,1,4,5,2,.36947855,1,,,,,.67000002,,1,24,,15004
0,0,0,171206_1938,3,17,4,2,11,16,2,.001628457,1,,,,,.94999999,,1,24,,15011
0,0,0,171206_1938,3,17,4,3,21,3,3,.9197039,1,,,,,.69999999,,1,22,,15021
0,0,0,171206_1938,3,17,5,1,9,23,3,.24965844,1,,,,,.82999998,,1,22,,15009
0,0,0,171206_1938,3,17,5,2,13,26,1,.12161867,1,,,,,.79000002,,1,16,,15013
0,0,0,171206_1938,3,17,5,3,3,26,2,.071745783,1,,,,,.80000001,,1,29,,15003
0,0,0,171206_1938,3,17,6,1,7,8,3,.038168419,1,,,,,.5,,1,27,,15007
0,0,0,171206_1938,3,17,6,2,19,22,1,.54382676,1,,,,,.80000001,,1,21,,15019
0,0,0,171206_1938,3,17,6,3,16,6,3,.50600123,1,,,,,.85000002,,1,25,,15016
0,0,0,171206_1938,3,17,7,1,14,27,2,.081921384,1,,,,,.94999999,,0,26,,15014
0,0,0,171206_1938,3,17,7,2,18,29,2,.63654411,1,,,,,.28999999,,0,26,,15018
