mturk,private,lon,ses,round,gameperiod,group,type,subject,payperiod,paygame,k,urn,q1,q2,q3,q4,guess,guess2,orange,rt,rt2,unique
0,1,0,171205_1132,1,27,2,2,14,5,1,.11731634,2,,,,,0,,0,25,,10014
0,1,0,171205_1132,1,27,2,3,2,27,2,.33915904,2,,,,,.5,,1,23,,10002
0,1,0,171205_1132,1,27,3,1,16,5,3,.22712182,2,,,,,0,,0,27,,10016
0,1,0,171205_1132,1,27,3,2,17,1,1,.23626183,2,,,,,.80000001,,0,9,,10017
0,1,0,171205_1132,1,27,3,3,13,11,3,.87546432,2,,,,,.63999999,,0,25,,10013
0,1,0,171205_1132,1,27,4,1,7,10,2,.078382894,1,,,,,.69999999,,1,24,,10007
0,1,0,171205_1132,1,27,4,2,12,30,2,.084061272,1,,,,,.69999999,,1,4,,10012
0,1,0,171205_1132,1,27,4,3,18,19,1,.79690152,1,,,,,.75,,0,25,,10018
0,1,0,171205_1132,1,27,5,1,19,22,1,.6881907,1,,,,,.5,,1,19,,10019
0,1,0,171205_1132,1,27,5,2,3,3,1,.097590968,1,,,,,.5,,0,13,,10003
0,1,0,171205_1132,1,27,5,3,15,2,1,.054730941,1,,,,,.029999999,,1,20,,10015
0,1,0,171205_1132,1,27,6,1,10,23,1,.29223856,2,,,,,.40000001,,0,20,,10010
0,1,0,171205_1132,1,27,6,2,8,13,3,.19962619,2,,,,,.5,,0,27,,10008
0,1,0,171205_1132,1,27,6,3,5,27,3,.25959429,2,,,,,.36000001,,0,24,,10005
0,1,0,171205_1132,1,28,1,1,4,1,1,.38133022,1,,,,,.88,,1,22,,10004
0,1,0,171205_1132,1,28,1,2,9,8,3,.50633532,1,,,,,0,,1,-12,,10009
0,1,0,171205_1132,1,28,1,3,11,26,3,.27883142,1,,,,,.5,,1,26,,10011
0,1,0,171205_1132,1,28,2,1,6,20,2,.66009533,2,,,,,.1,,0,28,,10006
0,1,0,171205_1132,1,28,2,2,14,5,1,.11731634,2,,,,,0,,0,27,,10014
0,1,0,171205_1132,1,28,2,3,2,27,2,.33915904,2,,,,,.050000001,,0,-18,,10002
0,1,0,171205_1132,1,28,3,1,16,5,3,.22712182,2,,,,,0,,0,25,,10016
0,1,0,171205_1132,1,28,3,2,17,1,1,.23626183,2,,,,,.41999999,,1,24,,10017
0,1,0,171205_1132,1,28,3,3,13,11,3,.87546432,2,,,,,.49000001,,0,25,,10013
0,1,0,171205_1132,1,28,4,1,7,10,2,.078382894,1,,,,,.60000002,,0,23,,10007
0,1,0,171205_1132,1,28,4,2,12,30,2,.084061272,1,,,,,.80000001,,1,18,,10012
0,1,0,171205_1132,1,28,4,3,18,19,1,.79690152,1,,,,,.80000001,,1,25,,10018
0,1,0,171205_1132,1,28,5,1,19,22,1,.6881907,1,,,,,.89999998,,1,25,,10019
0,1,0,171205_1132,1,28,5,2,3,3,1,.097590968,1,,,,,.50999999,,1,29,,10003
0,1,0,171205_1132,1,28,5,3,15,2,1,.054730941,1,,,,,.81,,1,18,,10015
0,1,0,171205_1132,1,28,6,1,10,23,1,.29223856,2,,,,,.5,,1,25,,10010
0,1,0,171205_1132,1,28,6,2,8,13,3,.19962619,2,,,,,.5,,0,27,,10008
0,1,0,171205_1132,1,28,6,3,5,27,3,.25959429,2,,,,,.46000001,,0,15,,10005
0,1,0,171205_1132,1,29,1,1,4,1,1,.38133022,1,,,,,.83999997,,1,25,,10004
0,1,0,171205_1132,1,29,1,2,9,8,3,.50633532,1,,,,,0,,1,1,,10009
0,1,0,171205_1132,1,29,1,3,11,26,3,.27883142,1,,,,,.87,,0,21,,10011
0,1,0,171205_1132,1,29,2,1,6,20,2,.66009533,2,,,,,0,,0,26,,10006
0,1,0,171205_1132,1,29,2,2,14,5,1,.11731634,2,,,,,0,,0,27,,10014
0,1,0,171205_1132,1,29,2,3,2,27,2,.33915904,2,,,,,.25,,0,23,,10002
0,1,0,171205_1132,1,29,3,1,16,5,3,.22712182,2,,,,,0,,0,29,,10016
0,1,0,171205_1132,1,29,3,2,17,1,1,.23626183,2,,,,,.80000001,,0,-3,,10017
0,1,0,171205_1132,1,29,3,3,13,11,3,.87546432,2,,,,,.70999998,,0,22,,10013
0,1,0,171205_1132,1,29,4,1,7,10,2,.078382894,1,,,,,.80000001,,1,26,,10007
0,1,0,171205_1132,1,29,4,2,12,30,2,.084061272,1,,,,,1,,1,10,,10012
0,1,0,171205_1132,1,29,4,3,18,19,1,.79690152,1,,,,,.89999998,,1,14,,10018
0,1,0,171205_1132,1,29,5,1,19,22,1,.6881907,1,,,,,.40000001,,0,19,,10019
0,1,0,171205_1132,1,29,5,2,3,3,1,.097590968,1,,,,,.51999998,,1,25,,10003
0,1,0,171205_1132,1,29,5,3,15,2,1,.054730941,1,,,,,.28999999,,1,22,,10015
0,1,0,171205_1132,1,29,6,1,10,23,1,.29223856,2,,,,,.40000001,,0,25,,10010
0,1,0,171205_1132,1,29,6,2,8,13,3,.19962619,2,,,,,.5,,0,27,,10008
0,1,0,171205_1132,1,29,6,3,5,27,3,.25959429,2,,,,,.34999999,,0,5,,10005
0,1,0,171205_1132,1,30,1,1,4,1,1,.38133022,1,,,,,.58999997,,1,22,,10004
0,1,0,171205_1132,1,30,1,2,9,8,3,.50633532,1,,,,,0,,1,21,,10009
0,1,0,171205_1132,1,30,1,3,11,26,3,.27883142,1,,,,,.97000003,,1,22,,10011
0,1,0,171205_1132,1,30,2,1,6,20,2,.66009533,2,,,,,0,,1,22,,10006
0,1,0,171205_1132,1,30,2,2,14,5,1,.11731634,2,,,,,0,,1,24,,10014
0,1,0,171205_1132,1,30,2,3,2,27,2,.33915904,2,,,,,.25,,0,13,,10002
0,1,0,171205_1132,1,30,3,1,16,5,3,.22712182,2,,,,,0,,0,27,,10016
0,1,0,171205_1132,1,30,3,2,17,1,1,.23626183,2,,,,,.77999997,,0,22,,10017
0,1,0,171205_1132,1,30,3,3,13,11,3,.87546432,2,,,,,.58999997,,0,15,,10013
0,1,0,171205_1132,1,30,4,1,7,10,2,.078382894,1,,,,,.60000002,,0,17,,10007
0,1,0,171205_1132,1,30,4,2,12,30,2,.084061272,1,,,,,1,,1,23,,10012
0,1,0,171205_1132,1,30,4,3,18,19,1,.79690152,1,,,,,.85000002,,0,17,,10018
0,1,0,171205_1132,1,30,5,1,19,22,1,.6881907,1,,,,,1,,1,22,,10019
0,1,0,171205_1132,1,30,5,2,3,3,1,.097590968,1,,,,,.52999997,,1,21,,10003
0,1,0,171205_1132,1,30,5,3,15,2,1,.054730941,1,,,,,1,,1,25,,10015
0,1,0,171205_1132,1,30,6,1,10,23,1,.29223856,2,,,,,.49000001,,1,26,,10010
0,1,0,171205_1132,1,30,6,2,8,13,3,.19962619,2,,,,,.5,,0,26,,10008
0,1,0,171205_1132,1,30,6,3,5,27,3,.25959429,2,,,,,.37,,0,22,,10005
0,1,0,171205_1132,2,1,1,1,4,1,1,.83835572,2,,,,,.31,,1,24,,10004
0,1,0,171205_1132,2,1,1,2,9,8,3,.88740885,2,,,,,.5,,1,7,,10009
0,1,0,171205_1132,2,1,1,3,11,26,3,.22515951,2,,,,,.02,,0,18,,10011
0,1,0,171205_1132,2,1,2,1,6,20,2,.27591267,2,,,,,.5,,1,26,,10006
0,1,0,171205_1132,2,1,2,2,14,5,1,.14807311,2,,,,,.41999999,,0,24,,10014
0,1,0,171205_1132,2,1,2,3,2,27,2,.41618261,2,,,,,.5,,0,8,,10002
0,1,0,171205_1132,2,1,3,1,16,5,3,.31805515,2,,,,,.5,,0,25,,10016
0,1,0,171205_1132,2,1,3,2,17,1,1,.18431358,2,,,,,.5,,0,-13,,10017
0,1,0,171205_1132,2,1,3,3,13,11,3,.91470319,2,,,,,.99000001,,0,18,,10013
0,1,0,171205_1132,2,1,4,1,7,10,2,.75844103,2,,,,,.5,,0,22,,10007
0,1,0,171205_1132,2,1,4,2,12,30,2,.48658016,2,,,,,.5,,1,13,,10012
0,1,0,171205_1132,2,1,4,3,18,19,1,.26430866,2,,,,,.5,,1,20,,10018
0,1,0,171205_1132,2,1,5,1,19,22,1,.76047033,1,,,,,0,,0,12,,10019
0,1,0,171205_1132,2,1,5,2,3,3,1,.95301872,1,,,,,.5,,1,22,,10003
0,1,0,171205_1132,2,1,5,3,15,2,1,.13938226,1,,,,,.20999999,,0,20,,10015
0,1,0,171205_1132,2,1,6,1,10,23,1,.75170618,1,,,,,.5,,1,25,,10010
0,1,0,171205_1132,2,1,6,2,8,13,3,.50356388,1,,,,,.5,,1,-1,,10008
0,1,0,171205_1132,2,1,6,3,5,27,3,.68728852,1,,,,,.64999998,,1,13,,10005
0,1,0,171205_1132,2,2,1,1,4,1,1,.83835572,2,,,,,.40000001,,1,23,,10004
0,1,0,171205_1132,2,2,1,2,9,8,3,.88740885,2,,,,,.5,,0,25,,10009
0,1,0,171205_1132,2,2,1,3,11,26,3,.22515951,2,,,,,.2,,0,19,,10011
0,1,0,171205_1132,2,2,2,1,6,20,2,.27591267,2,,,,,.5,,0,28,,10006
0,1,0,171205_1132,2,2,2,2,14,5,1,.14807311,2,,,,,.27000001,,0,25,,10014
0,1,0,171205_1132,2,2,2,3,2,27,2,.41618261,2,,,,,.5,,1,20,,10002
0,1,0,171205_1132,2,2,3,1,16,5,3,.31805515,2,,,,,.5,,1,26,,10016
0,1,0,171205_1132,2,2,3,2,17,1,1,.18431358,2,,,,,.5,,1,27,,10017
0,1,0,171205_1132,2,2,3,3,13,11,3,.91470319,2,,,,,.87,,0,25,,10013
0,1,0,171205_1132,2,2,4,1,7,10,2,.75844103,2,,,,,.5,,1,25,,10007
0,1,0,171205_1132,2,2,4,2,12,30,2,.48658016,2,,,,,.5,,1,23,,10012
0,1,0,171205_1132,2,2,4,3,18,19,1,.26430866,2,,,,,.55000001,,1,25,,10018
0,1,0,171205_1132,2,2,5,1,19,22,1,.76047033,1,,,,,.1,,1,24,,10019
0,1,0,171205_1132,2,2,5,2,3,3,1,.95301872,1,,,,,.55000001,,1,26,,10003
0,1,0,171205_1132,2,2,5,3,15,2,1,.13938226,1,,,,,.99000001,,0,18,,10015
0,1,0,171205_1132,2,2,6,1,10,23,1,.75170618,1,,,,,.55000001,,1,20,,10010
0,1,0,171205_1132,2,2,6,2,8,13,3,.50356388,1,,,,,.5,,1,28,,10008
0,1,0,171205_1132,2,2,6,3,5,27,3,.68728852,1,,,,,.67000002,,1,25,,10005
0,1,0,171205_1132,2,3,1,1,4,1,1,.83835572,2,,,,,.25999999,,1,24,,10004
0,1,0,171205_1132,2,3,1,2,9,8,3,.88740885,2,,,,,.69999999,,0,23,,10009
0,1,0,171205_1132,2,3,1,3,11,26,3,.22515951,2,,,,,.30000001,,0,23,,10011
0,1,0,171205_1132,2,3,2,1,6,20,2,.27591267,2,,,,,.60000002,,1,19,,10006
0,1,0,171205_1132,2,3,2,2,14,5,1,.14807311,2,,,,,.2,,0,26,,10014
0,1,0,171205_1132,2,3,2,3,2,27,2,.41618261,2,,,,,.5,,1,27,,10002
0,1,0,171205_1132,2,3,3,1,16,5,3,.31805515,2,,,,,.30000001,,0,13,,10016
0,1,0,171205_1132,2,3,3,2,17,1,1,.18431358,2,,,,,.25,,0,12,,10017
0,1,0,171205_1132,2,3,3,3,13,11,3,.91470319,2,,,,,.73000002,,0,24,,10013
0,1,0,171205_1132,2,3,4,1,7,10,2,.75844103,2,,,,,.5,,1,25,,10007
0,1,0,171205_1132,2,3,4,2,12,30,2,.48658016,2,,,,,.60000002,,1,3,,10012
0,1,0,171205_1132,2,3,4,3,18,19,1,.26430866,2,,,,,.55000001,,0,27,,10018
0,1,0,171205_1132,2,3,5,1,19,22,1,.76047033,1,,,,,.2,,0,24,,10019
0,1,0,171205_1132,2,3,5,2,3,3,1,.95301872,1,,,,,.54000002,,0,29,,10003
0,1,0,171205_1132,2,3,5,3,15,2,1,.13938226,1,,,,,.98000002,,0,19,,10015
0,1,0,171205_1132,2,3,6,1,10,23,1,.75170618,1,,,,,.58999997,,0,23,,10010
0,1,0,171205_1132,2,3,6,2,8,13,3,.50356388,1,,,,,.5,,0,29,,10008
0,1,0,171205_1132,2,3,6,3,5,27,3,.68728852,1,,,,,.73000002,,1,19,,10005
0,1,0,171205_1132,2,4,1,1,4,1,1,.83835572,2,,,,,.34,,0,17,,10004
0,1,0,171205_1132,2,4,1,2,9,8,3,.88740885,2,,,,,1,,0,28,,10009
0,1,0,171205_1132,2,4,1,3,11,26,3,.22515951,2,,,,,.40000001,,0,26,,10011
0,1,0,171205_1132,2,4,2,1,6,20,2,.27591267,2,,,,,.5,,0,28,,10006
0,1,0,171205_1132,2,4,2,2,14,5,1,.14807311,2,,,,,.15000001,,0,22,,10014
0,1,0,171205_1132,2,4,2,3,2,27,2,.41618261,2,,,,,.5,,1,26,,10002
0,1,0,171205_1132,2,4,3,1,16,5,3,.31805515,2,,,,,.1,,0,26,,10016
0,1,0,171205_1132,2,4,3,2,17,1,1,.18431358,2,,,,,.75,,0,13,,10017
0,1,0,171205_1132,2,4,3,3,13,11,3,.91470319,2,,,,,.69,,0,24,,10013
0,1,0,171205_1132,2,4,4,1,7,10,2,.75844103,2,,,,,.5,,0,26,,10007
0,1,0,171205_1132,2,4,4,2,12,30,2,.48658016,2,,,,,.2,,0,28,,10012
0,1,0,171205_1132,2,4,4,3,18,19,1,.26430866,2,,,,,.55000001,,0,26,,10018
0,1,0,171205_1132,2,4,5,1,19,22,1,.76047033,1,,,,,.2,,1,24,,10019
0,1,0,171205_1132,2,4,5,2,3,3,1,.95301872,1,,,,,.52999997,,1,29,,10003
0,1,0,171205_1132,2,4,5,3,15,2,1,.13938226,1,,,,,.51999998,,0,21,,10015
0,1,0,171205_1132,2,4,6,1,10,23,1,.75170618,1,,,,,.60000002,,1,25,,10010
0,1,0,171205_1132,2,4,6,2,8,13,3,.50356388,1,,,,,.5,,1,23,,10008
0,1,0,171205_1132,2,4,6,3,5,27,3,.68728852,1,,,,,.70999998,,1,23,,10005
0,1,0,171205_1132,2,5,1,1,4,1,1,.83835572,2,,,,,.25,,0,24,,10004
0,1,0,171205_1132,2,5,1,2,9,8,3,.88740885,2,,,,,1,,0,28,,10009
0,1,0,171205_1132,2,5,1,3,11,26,3,.22515951,2,,,,,.0099999998,,1,21,,10011
0,1,0,171205_1132,2,5,2,1,6,20,2,.27591267,2,,,,,.5,,0,22,,10006
0,1,0,171205_1132,2,5,2,2,14,5,1,.14807311,2,,,,,.1,,0,27,,10014
0,1,0,171205_1132,2,5,2,3,2,27,2,.41618261,2,,,,,.5,,0,27,,10002
0,1,0,171205_1132,2,5,3,1,16,5,3,.31805515,2,,,,,.30000001,,1,21,,10016
0,1,0,171205_1132,2,5,3,2,17,1,1,.18431358,2,,,,,.30000001,,1,14,,10017
0,1,0,171205_1132,2,5,3,3,13,11,3,.91470319,2,,,,,.23,,1,26,,10013
0,1,0,171205_1132,2,5,4,1,7,10,2,.75844103,2,,,,,.5,,0,25,,10007
0,1,0,171205_1132,2,5,4,2,12,30,2,.48658016,2,,,,,.60000002,,1,24,,10012
0,1,0,171205_1132,2,5,4,3,18,19,1,.26430866,2,,,,,.5,,0,25,,10018
0,1,0,171205_1132,2,5,5,1,19,22,1,.76047033,1,,,,,.30000001,,1,20,,10019
0,1,0,171205_1132,2,5,5,2,3,3,1,.95301872,1,,,,,.51999998,,1,29,,10003
0,1,0,171205_1132,2,5,5,3,15,2,1,.13938226,1,,,,,.52999997,,1,25,,10015
0,1,0,171205_1132,2,5,6,1,10,23,1,.75170618,1,,,,,.60000002,,1,23,,10010
0,1,0,171205_1132,2,5,6,2,8,13,3,.50356388,1,,,,,.5,,1,29,,10008
0,1,0,171205_1132,2,5,6,3,5,27,3,.68728852,1,,,,,.69,,1,27,,10005
0,1,0,171205_1132,2,6,1,1,4,1,1,.83835572,2,,,,,.46000001,,0,20,,10004
0,1,0,171205_1132,2,6,1,2,9,8,3,.88740885,2,,,,,1,,0,24,,10009
0,1,0,171205_1132,2,6,1,3,11,26,3,.22515951,2,,,,,.16,,0,24,,10011
0,1,0,171205_1132,2,6,2,1,6,20,2,.27591267,2,,,,,.2,,0,21,,10006
0,1,0,171205_1132,2,6,2,2,14,5,1,.14807311,2,,,,,.050000001,,0,24,,10014
0,1,0,171205_1132,2,6,2,3,2,27,2,.41618261,2,,,,,.75,,0,19,,10002
0,1,0,171205_1132,2,6,3,1,16,5,3,.31805515,2,,,,,.40000001,,1,21,,10016
0,1,0,171205_1132,2,6,3,2,17,1,1,.18431358,2,,,,,.40000001,,0,14,,10017
0,1,0,171205_1132,2,6,3,3,13,11,3,.91470319,2,,,,,.75999999,,1,25,,10013
0,1,0,171205_1132,2,6,4,1,7,10,2,.75844103,2,,,,,.40000001,,0,17,,10007
0,1,0,171205_1132,2,6,4,2,12,30,2,.48658016,2,,,,,.5,,1,10,,10012
0,1,0,171205_1132,2,6,4,3,18,19,1,.26430866,2,,,,,.44999999,,0,25,,10018
0,1,0,171205_1132,2,6,5,1,19,22,1,.76047033,1,,,,,.30000001,,1,21,,10019
0,1,0,171205_1132,2,6,5,2,3,3,1,.95301872,1,,,,,.50999999,,1,28,,10003
0,1,0,171205_1132,2,6,5,3,15,2,1,.13938226,1,,,,,.56999999,,1,25,,10015
0,1,0,171205_1132,2,6,6,1,10,23,1,.75170618,1,,,,,.69999999,,1,23,,10010
0,1,0,171205_1132,2,6,6,2,8,13,3,.50356388,1,,,,,.5,,1,28,,10008
0,1,0,171205_1132,2,6,6,3,5,27,3,.68728852,1,,,,,.56,,0,21,,10005
0,1,0,171205_1132,2,7,1,1,4,1,1,.83835572,2,,,,,.38,,1,22,,10004
0,1,0,171205_1132,2,7,1,2,9,8,3,.88740885,2,,,,,1,,0,23,,10009
0,1,0,171205_1132,2,7,1,3,11,26,3,.22515951,2,,,,,.090000004,,1,22,,10011
0,1,0,171205_1132,2,7,2,1,6,20,2,.27591267,2,,,,,.5,,1,26,,10006
0,1,0,171205_1132,2,7,2,2,14,5,1,.14807311,2,,,,,.07,,1,17,,10014
0,1,0,171205_1132,2,7,2,3,2,27,2,.41618261,2,,,,,.050000001,,0,13,,10002
0,1,0,171205_1132,2,7,3,1,16,5,3,.31805515,2,,,,,.30000001,,0,22,,10016
0,1,0,171205_1132,2,7,3,2,17,1,1,.18431358,2,,,,,.1,,0,13,,10017
0,1,0,171205_1132,2,7,3,3,13,11,3,.91470319,2,,,,,.67000002,,0,23,,10013
0,1,0,171205_1132,2,7,4,1,7,10,2,.75844103,2,,,,,.5,,1,27,,10007
0,1,0,171205_1132,2,7,4,2,12,30,2,.48658016,2,,,,,.40000001,,0,26,,10012
0,1,0,171205_1132,2,7,4,3,18,19,1,.26430866,2,,,,,.44999999,,1,22,,10018
0,1,0,171205_1132,2,7,5,1,19,22,1,.76047033,1,,,,,.40000001,,0,24,,10019
0,1,0,171205_1132,2,7,5,2,3,3,1,.95301872,1,,,,,.5,,1,28,,10003
0,1,0,171205_1132,2,7,5,3,15,2,1,.13938226,1,,,,,.66000003,,0,24,,10015
0,1,0,171205_1132,2,7,6,1,10,23,1,.75170618,1,,,,,.77999997,,1,22,,10010
0,1,0,171205_1132,2,7,6,2,8,13,3,.50356388,1,,,,,.5,,1,21,,10008
0,1,0,171205_1132,2,7,6,3,5,27,3,.68728852,1,,,,,.69,,1,7,,10005
0,1,0,171205_1132,2,8,1,1,4,1,1,.83835572,2,,,,,.38999999,,1,23,,10004
0,1,0,171205_1132,2,8,1,2,9,8,3,.88740885,2,,,,,1,,0,27,,10009
0,1,0,171205_1132,2,8,1,3,11,26,3,.22515951,2,,,,,.16,,0,23,,10011
0,1,0,171205_1132,2,8,2,1,6,20,2,.27591267,2,,,,,.2,,0,25,,10006
0,1,0,171205_1132,2,8,2,2,14,5,1,.14807311,2,,,,,.029999999,,0,24,,10014
0,1,0,171205_1132,2,8,2,3,2,27,2,.41618261,2,,,,,.050000001,,0,17,,10002
0,1,0,171205_1132,2,8,3,1,16,5,3,.31805515,2,,,,,.30000001,,0,26,,10016
0,1,0,171205_1132,2,8,3,2,17,1,1,.18431358,2,,,,,.2,,0,13,,10017
0,1,0,171205_1132,2,8,3,3,13,11,3,.91470319,2,,,,,.85000002,,0,26,,10013
0,1,0,171205_1132,2,8,4,1,7,10,2,.75844103,2,,,,,.5,,1,28,,10007
0,1,0,171205_1132,2,8,4,2,12,30,2,.48658016,2,,,,,.30000001,,0,22,,10012
0,1,0,171205_1132,2,8,4,3,18,19,1,.26430866,2,,,,,.40000001,,0,24,,10018
0,1,0,171205_1132,2,8,5,1,19,22,1,.76047033,1,,,,,.60000002,,1,22,,10019
0,1,0,171205_1132,2,8,5,2,3,3,1,.95301872,1,,,,,.47999999,,0,28,,10003
0,1,0,171205_1132,2,8,5,3,15,2,1,.13938226,1,,,,,.67000002,,1,26,,10015
0,1,0,171205_1132,2,8,6,1,10,23,1,.75170618,1,,,,,.69999999,,0,24,,10010
0,1,0,171205_1132,2,8,6,2,8,13,3,.50356388,1,,,,,.5,,0,26,,10008
0,1,0,171205_1132,2,8,6,3,5,27,3,.68728852,1,,,,,.57999998,,0,24,,10005
0,1,0,171205_1132,2,9,1,1,4,1,1,.83835572,2,,,,,.11,,0,23,,10004
0,1,0,171205_1132,2,9,1,2,9,8,3,.88740885,2,,,,,1,,0,28,,10009
0,1,0,171205_1132,2,9,1,3,11,26,3,.22515951,2,,,,,.25,,0,26,,10011
0,1,0,171205_1132,2,9,2,1,6,20,2,.27591267,2,,,,,.1,,0,28,,10006
0,1,0,171205_1132,2,9,2,2,14,5,1,.14807311,2,,,,,0,,0,25,,10014
0,1,0,171205_1132,2,9,2,3,2,27,2,.41618261,2,,,,,.25,,0,16,,10002
0,1,0,171205_1132,2,9,3,1,16,5,3,.31805515,2,,,,,.1,,0,26,,10016
0,1,0,171205_1132,2,9,3,2,17,1,1,.18431358,2,,,,,.15000001,,0,26,,10017
0,1,0,171205_1132,2,9,3,3,13,11,3,.91470319,2,,,,,.1,,1,23,,10013
0,1,0,171205_1132,2,9,4,1,7,10,2,.75844103,2,,,,,.5,,0,27,,10007
0,1,0,171205_1132,2,9,4,2,12,30,2,.48658016,2,,,,,.5,,0,24,,10012
0,1,0,171205_1132,2,9,4,3,18,19,1,.26430866,2,,,,,.40000001,,0,26,,10018
0,1,0,171205_1132,2,9,5,1,19,22,1,.76047033,1,,,,,.69999999,,1,26,,10019
0,1,0,171205_1132,2,9,5,2,3,3,1,.95301872,1,,,,,.47,,0,29,,10003
0,1,0,171205_1132,2,9,5,3,15,2,1,.13938226,1,,,,,.68000001,,0,27,,10015
0,1,0,171205_1132,2,9,6,1,10,23,1,.75170618,1,,,,,.77999997,,1,27,,10010
0,1,0,171205_1132,2,9,6,2,8,13,3,.50356388,1,,,,,.5,,1,28,,10008
0,1,0,171205_1132,2,9,6,3,5,27,3,.68728852,1,,,,,.73000002,,1,26,,10005
0,1,0,171205_1132,2,10,1,1,4,1,1,.83835572,2,,,,,.25,,0,25,,10004
0,1,0,171205_1132,2,10,1,2,9,8,3,.88740885,2,,,,,1,,0,24,,10009
0,1,0,171205_1132,2,10,1,3,11,26,3,.22515951,2,,,,,.16,,1,21,,10011
0,1,0,171205_1132,2,10,2,1,6,20,2,.27591267,2,,,,,0,,1,27,,10006
0,1,0,171205_1132,2,10,2,2,14,5,1,.14807311,2,,,,,0,,0,27,,10014
0,1,0,171205_1132,2,10,2,3,2,27,2,.41618261,2,,,,,.5,,0,17,,10002
0,1,0,171205_1132,2,10,3,1,16,5,3,.31805515,2,,,,,0,,0,28,,10016
0,1,0,171205_1132,2,10,3,2,17,1,1,.18431358,2,,,,,.1,,0,4,,10017
0,1,0,171205_1132,2,10,3,3,13,11,3,.91470319,2,,,,,.57999998,,1,22,,10013
0,1,0,171205_1132,2,10,4,1,7,10,2,.75844103,2,,,,,.5,,0,25,,10007
0,1,0,171205_1132,2,10,4,2,12,30,2,.48658016,2,,,,,.5,,0,13,,10012
0,1,0,171205_1132,2,10,4,3,18,19,1,.26430866,2,,,,,.34999999,,0,25,,10018
0,1,0,171205_1132,2,10,5,1,19,22,1,.76047033,1,,,,,.69999999,,1,25,,10019
0,1,0,171205_1132,2,10,5,2,3,3,1,.95301872,1,,,,,.46000001,,1,27,,10003
0,1,0,171205_1132,2,10,5,3,15,2,1,.13938226,1,,,,,.69,,1,26,,10015
0,1,0,171205_1132,2,10,6,1,10,23,1,.75170618,1,,,,,.80000001,,1,19,,10010
0,1,0,171205_1132,2,10,6,2,8,13,3,.50356388,1,,,,,.5,,1,29,,10008
0,1,0,171205_1132,2,10,6,3,5,27,3,.68728852,1,,,,,.73000002,,1,27,,10005
0,1,0,171205_1132,2,11,1,1,4,1,1,.83835572,2,,,,,.38,,0,19,,10004
0,1,0,171205_1132,2,11,1,2,9,8,3,.88740885,2,,,,,1,,0,25,,10009
0,1,0,171205_1132,2,11,1,3,11,26,3,.22515951,2,,,,,.51999998,,0,18,,10011
0,1,0,171205_1132,2,11,2,1,6,20,2,.27591267,2,,,,,.2,,1,25,,10006
0,1,0,171205_1132,2,11,2,2,14,5,1,.14807311,2,,,,,0,,0,21,,10014
0,1,0,171205_1132,2,11,2,3,2,27,2,.41618261,2,,,,,.5,,0,24,,10002
0,1,0,171205_1132,2,11,3,1,16,5,3,.31805515,2,,,,,0,,0,29,,10016
0,1,0,171205_1132,2,11,3,2,17,1,1,.18431358,2,,,,,.050000001,,0,17,,10017
0,1,0,171205_1132,2,11,3,3,13,11,3,.91470319,2,,,,,.62,,0,21,,10013
0,1,0,171205_1132,2,11,4,1,7,10,2,.75844103,2,,,,,.40000001,,0,24,,10007
0,1,0,171205_1132,2,11,4,2,12,30,2,.48658016,2,,,,,.30000001,,0,1,,10012
0,1,0,171205_1132,2,11,4,3,18,19,1,.26430866,2,,,,,.30000001,,0,20,,10018
0,1,0,171205_1132,2,11,5,1,19,22,1,.76047033,1,,,,,.80000001,,1,22,,10019
0,1,0,171205_1132,2,11,5,2,3,3,1,.95301872,1,,,,,.44999999,,1,28,,10003
0,1,0,171205_1132,2,11,5,3,15,2,1,.13938226,1,,,,,.61000001,,1,13,,10015
0,1,0,171205_1132,2,11,6,1,10,23,1,.75170618,1,,,,,.75,,0,25,,10010
0,1,0,171205_1132,2,11,6,2,8,13,3,.50356388,1,,,,,.5,,0,22,,10008
0,1,0,171205_1132,2,11,6,3,5,27,3,.68728852,1,,,,,.52999997,,0,9,,10005
0,1,0,171205_1132,2,12,1,1,4,1,1,.83835572,2,,,,,.34999999,,0,13,,10004
0,1,0,171205_1132,2,12,1,2,9,8,3,.88740885,2,,,,,1,,0,26,,10009
0,1,0,171205_1132,2,12,1,3,11,26,3,.22515951,2,,,,,.36000001,,0,25,,10011
0,1,0,171205_1132,2,12,2,1,6,20,2,.27591267,2,,,,,0,,0,25,,10006
0,1,0,171205_1132,2,12,2,2,14,5,1,.14807311,2,,,,,0,,1,26,,10014
0,1,0,171205_1132,2,12,2,3,2,27,2,.41618261,2,,,,,.5,,0,26,,10002
0,1,0,171205_1132,2,12,3,1,16,5,3,.31805515,2,,,,,.1,,1,21,,10016
0,1,0,171205_1132,2,12,3,2,17,1,1,.18431358,2,,,,,.02,,0,19,,10017
0,1,0,171205_1132,2,12,3,3,13,11,3,.91470319,2,,,,,.22,,1,26,,10013
0,1,0,171205_1132,2,12,4,1,7,10,2,.75844103,2,,,,,.5,,1,21,,10007
0,1,0,171205_1132,2,12,4,2,12,30,2,.48658016,2,,,,,.40000001,,0,25,,10012
0,1,0,171205_1132,2,12,4,3,18,19,1,.26430866,2,,,,,.25,,0,26,,10018
0,1,0,171205_1132,2,12,5,1,19,22,1,.76047033,1,,,,,.89999998,,0,20,,10019
